Article;Sous fam.;ref. four.;Gencod;Frais;Qte cde fou;Qte stock;Cpt ac;Cpt ve M;Cpt ve C;Cpt ve OM;Cpt ve E;Cpt ve CEE;Commentaire;id;sup
TUBE ISO 316L 88.9X2  1M;6021;;1234560037773;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
316L TE SM 48.3X2.7X2;6021;4TSS482;1234560037247;;;10,00;60400000;70102000;70192200;70192100;70192100;70192200;NE PLUS COMMANDER, ON VA PASSER AVEC LES CONNECTEURS CERAMIQUE DISSOL;;
316L TE SM 76.1X48.3X2;6021;;1234560014095;;;2,00;60400000;70102000;70192200;70192100;70192100;70192200;pour lampe  SLR2581;;
ANNEAU DE LEVAGE  16X27MM;6021;4VA1627;1234560015825;;;2,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
CONNECTEUR LAMPE PLASTIQUE;6077;500001;1234560009596;;;18,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
CONNECTEUR LAMPE KF2P CERAMIC 2 PIN;6077;500-009;1234560029389;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
PINCE EXTRACTION INSERTION KF4P KF2P KF2G11;6021;500-011;;1083,62;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
CRIMP TOOL MK MOLEX PLUG;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
CRIMP TOOL KF;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
PINCE D'INSERTION KF;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
EXTRACTEUR PICOTS CONNECT KF;6077;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
PLAQUE DE BASE POUR ARMOIRE CM 600X400;60181;;123456004833;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
PLAQUE DE BASE POUR ARMOIRE 800X400;60181;;123456005092;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
PLAQUE DE BASE POUR ARMOIRE CM 1200X400;60181;;123456005287;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
PLAQUE PASSE CABLE CM 800X50;60181;;123456006315;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
PLAQUE PASSE CABLE P 250 MM LHP 800X250;60181;;123456004639;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
PLAQUE PASSE CABLE P 250 MM LHP 1000X250;60181;;123456004248;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
COUDE 45° FF PVC DIAMETRE 25;6021;;123456004354;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
COUDE 45°PVC FF DIAMETRE 40;6021;;123456004358;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
COUDE 45° FF PVC DIAMETRE 63;6021;;123456004360;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
COUDE 45°PVC FF DIAMETRE 90;6021;;123456000417;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
PORTE POUR COFFRET 1077500;60181;;123456003909;0;60400000;70102000;70192200;70192100;70192100;70192200;ACHAT PAR 10 EN 05/2007 PA EXCEPTIONNEL DE 41.00 E H.T;;;;
CAPOT RECOUVREM.ANGLE SOCLE H200;60181;;123456007042;0;60101100;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
"FILTRE NW-25 3/4""";6021;;123456000732;0;60400000;70102000;70192200;70192100;70192100;70192200;;5,000;;;
"FILTRE 25 NW   1""";6021;;123456025540;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,00;;;
"FILTRE NW-32   1"" 1/4";6021;;123456005909;1,975;60400000;70102000;70192200;70192100;70192100;70192200;BORDAS SARL 11,91 EN MAI 2010;2,00;;;
"FILTRE NW32TE1""1/4 CHARB.ACTIF";6021;;;12,192;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
TAMIS FILTRANT 100µ POUR NW 18 SACHET DE 5;6021;;123456007201;0;60400000;70102000;70192200;70192100;70192100;70192200;;15,000;;;
TAMIS 25NW 5µ SACHET DE 5 PCES;6021;;123456000731;0;60400000;70102000;70192200;70192100;70192100;70192200;;5,000;;;
TAMIS 25NW 10µ  SACHET DE 5 PCS;6021;;123456000730;0;60400000;70102000;70192200;70192100;70192100;70192200;;5,00;;;
TAMIS NW-25 25µ SACHET DE 5;6021;;123456000991;0,508;60400000;70102000;70192200;70192100;70192100;70192200;;30,000;;;
TAMIS FILTRANT 100µ POUR NW 25 SACHET DE 5;6021;;;0,508;60400000;70102000;70192200;70192100;70192100;70192200;;15,000;;;
TAMIS FILTRANT 50µ SACHET DE 5;6021;;506104000000;0;60400000;70102000;70192200;70192100;70192100;70192200;;5,000;;;
TAMIS FILTRANT NW32 5 µ - LOT 5 FILTRES;6021;;123456006874;5,080;60400000;70102000;70192200;70192100;70192100;70192200;14.88 CHEZ SARL BORDAS AU 01/12/2010;0,000;;;
TAMIS FILTRANT NW32 10 µ - LOT 5 FILTRES;6021;;123456005401;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;;;
TAMIS NW-32 25 MICRONS QTE 5;6021;;123456000734;0;60400000;70102000;70192200;70192100;70192100;70192200;;2,000;;;
TAMIS FILTRANT 100µ P/NW32 Q5;6021;;123456000733;0;60400000;70102000;70192200;70192100;70192100;70192200;14.88 CHEZ SARL BORDAS 12/2010;0,000;;;
TAMIS NW-32 50µ SACHET DE 5;6021;;123456000737;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;;;
TAMIS NW-32 - 150µ  NYLON PAR 5;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;;;
TAMIS FILTRANT 25µ P/NW 50-62.75 QTE  5;6021;;123456000735;0,630;60101100;70102000;70192200;70192100;70192100;70192200;;0,000;;;
TAMIS NW-50/62/75 100µ PAR 5;6021;;123456000736;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;;;
TAMIS FILTRE NW50/62/75 50µ Q5;6021;;123456000738;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;;;
FILTRE NW 500 2 '';6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
FILTRE CHARBON ACTIF NW500TE;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
"FILTRE NW-280 1""  INDUS";6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
FILTRE NW 400 1 ''1/2;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
TAMIS NW 280 25µ PAR 5 PIECES;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
TAMIS NW 400 25µ PAR 5 PIECES;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
TAMIS NW 50/62/75 300 µ PAR 5 PIECES;6021;;123456000739;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
SUPPORT MURAL POUR NW-280/340/400;6021;;123456006032;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
SUPPORT MURAL POUR NW500/650/800;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
SUPPORT PLAST.FILTR.NW18/25/32;6021;;506597000000;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
SUPPORT MURAL INOX P/FILTRE;6021;;123456005399;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
SUPPORT DOUBLE POUR NW25/32;6021;;123456004453;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
SUPPORT MURAL INOX FILTRE NW32;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
VANNE INFER FILTRE NW18/25/32;6021;;123456004871;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
CHARBON ACTIF NORIT 1.8KG;60164;;123456002534;0;60400000;70102000;70192200;70192100;70192100;70192200;;1,00;2,00;;
CLIP POUR TUYAU EN ACIER RESSORT, DIAMÈTRE DE TUBE 19.05MM;6021;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
THERMOMÈTRE NUMÉRIQUE TL 300, -20 ? +70 °C;6077;;;0;60400000;70102000;70192200;70192100;70192100;70192200;;;;;
TRANSFO THERMOSTAT, ELIWELL TCM 230V/12V 3VA;6077;;123456006668;0;60400000;70102000;70192200;70192100;70192100;70192200;;0,000;0,000;;
PARTICULAIRE CALSTAR 0.5M3;0203;;;0,762;60400000;70102000;70192200;70192100;70192100;70192200;PENSER A COMMANDER LA PLAQUE PASSE CABLES 5001223 AVEC CETTE ARMOIRE;;;;
PARTICULAIRE CALECO 0,5M3;0203;51010;1234560059805;0,380;;65,00;60400000;70102000;70192200;70192100;70192100;70192200;Commander avec plaque passe cable 5001223 + socle (8602040  + 8602800);;
ARMOIRE ELECTRIQUE 600X800X400+PLAQUE FOND;60181;;1234560048328;;;;60400000;70102000;70192200;70192100;70192100;70192200;En version murale: commander une plaque d'obturation: 5001.160;;
ARMOIRE ELECT. CM 800X1000X400;60181;5115500;1234560038114;;;;60400000;70102000;70192200;70192100;70192100;70192200;PAR MILLE;;
ARMOIRE ELECT. CM 800X1200X400;60181;5117500;1234560010448;;;;60401000;70102000;70192200;70192100;70192100;70192200;;;
ARMOIRE MONOBLOC COMPACTE 1P 1200X1200X400;60181;5123500;1234560016464;;;;60401000;70102000;70192200;70192100;70192100;70192200;;;
POCHETTE DOCUMENT CI-INCLUS 220X110MM Q1000;0203;52010;1234560054206;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
"CONTRE ECROU PP 1"" 1/4 GAZ";6021;520614;1234560037513;5,000;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
PRESBAG BD 50 MICRONS 8X12 Q 1000;0203;52071;1234560032068;;;;60400000;70102000;70192200;70192100;70192100;70192200;RONDELLE VENDUES PAR 100;;
PRESBAG BD 50 MICRONS 18X25 Q 1000;0203;52074;1234560012275;;;15,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
SACHET BULLE TRI-COUCHE 300X400 MM;0203;52094;1234560032112;;;150,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
RONDELLES SERRAGE DIN9021 POLYA. M6;6021;;1234560055500;0,040;;;60401000;70102000;70192200;70192100;70192100;70192200;;;
JOINT POUR RACCORD EXPRESS;6021;;1234560039937;;;11,00;60401000;70102000;70192200;70192100;70192100;70192200;;;
BLOC A RELEVER 20MM DIAM 20;6021;52420;1234560047079;;;65,00;60400000;70102000;70192200;70192100;70192100;70192200;sac de 250 pièces;;
BLOC A RELEVER 20MM POUR 6085 DE 63;6021;;;;;;60400000;70102000;70192200;70192100;70192100;70192200;QTE 10;;
GAINE SPIRALEE TRANSPARENTE;6077;;1234560062171;;;;60400000;70102000;70192200;70192100;70192100;70192200;BOBINE DE 50M;;
RONDELLE INOX M3;6021;;1234560052424;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
FILETS RAPPORTÉS, M8 X 1,25;6021;;1234560059270;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
CABLE CONTROLE 4X0.25 CY BLINDE;6077;529582;1234560038718;;;;60400000;70102000;70192200;70192100;70192100;70192200;prix unitaire par BOITE DE 5;;
BOUCHON FEMELLE PVC D90;6021;;1234560035847;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
RELAIS DE NIVEAU RESISTIF;6077;530200;1234560037520;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
PRESSE ETOUPE SIB-TEC PG16  LAITON+ECRO;6021;530845;1234560010684;;;2,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
MANOMETRE 0/10 BARS RADIAL GLYCEROL;6021;;1234560060665;1,250;;3,00;60400000;70102000;70192200;70192100;70192100;70192200;devis 31551 du 07/12/17;;
MANOMETRE GLY D50 RAD INOX 1/4 '' 0-16 BAR;6021;;1234560064847;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
MINI CON. FEMELLE IP68;6077;THB.387.A2A;1234560068630;0,500;;12,00;60400000;70102000;70192200;70192100;70192100;70192200;JOINT VERT POUR TECHNO TH387 TH391;;
MINI CON. FEMELLE IP68;6077;THB.387.B2A;1234560056491;0,500;;12,00;60400000;70102000;70192200;70192100;70192100;70192200;devis 31453 du 10/11/17;;
ETAIN 1MM SANS PLOMB 500G (ETAIN-CUIVRE);60164;;;;;1,00;60400000;70102000;70192200;70192100;70192100;70192200;devis 31551 du 07/12/17;;
JOINT VERT POUR TECHNO TH387 TH391;6021;6000339GT;1234560057504;;;;60400000;70102000;70192200;70192100;70192100;70192200;devis 31551 du 07/12/17;;
ADAPTATEUR REDUCTEUR  CABLE<7MM;60179;6000347LA;1234560057665;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
BOUCHON IP68 POUR THX.387.BXX;6021;6DB023400;1234560056514;;;;60400000;70102000;70192200;70192100;70192100;70192200;devis 31551 du 07/12/17;;
BOUCHON IP68 POUR THX.387.AXX;6021;6DB021900;1234560056484;;;;60400000;70102000;70192200;70192100;70192100;70192200;MOQ 10 PIECES;;
JEU DE CLÉS HEXAGONALES EN T RS PRO 10 PIÈCES;0202;;;;;;60400000;70102000;70192200;70192100;70192100;70192200;MOQ 10 PIECES;;
MINI REPARTITEUR IP68 1IN 2OUT;6077;THB.392.A4B;1234560056477;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
T MALE X6430 6-1/8 SST SUPER-RAPID;6021;;1234560068258;0,700;;;60400000;70102000;70192200;70192100;70192100;70192200;MOQ 10 PIECES;;
DROIT MALE X6510 8-1/8 RACCORD INSTANTANE;6021;;1234560068272;0,700;;30,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
RACCORDS INSTANTANEES DROIT (T8 1/4);6021;;1234560066384;0,420;;;60400000;70102000;70192200;70192100;70192100;70192200;MOQ 10 PIECES;;
RACCORDS INSTANTANEES COUDES (T8 1/8);6021;;;;;30,00;60400000;70102000;70192200;70192100;70192100;70192200;MOQ 10 PIECES;;
RACCORDS INSTANTANEES COUDES (T8 1/4);6021;;1234560066391;0,420;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
RACCORD SUPER RAPID FITTINGS;6021;;;;;30,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
UNION DOUBLE X6580 8 RAACORD SERIE X6000;6021;;1234560068265;0,700;;30,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
TRAVERSEE DE PAROI (T8 1/4);6021;;1234560066377;0,420;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
TIGE INOX STE LG 500MM;6021;;1234560037506;4,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
TIGE INOX STE LG 1000MM;6021;;1234560037506;4,000;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
ENTRETOISE POUR SONDE 3 TIGES;6021;;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
SONDE RESISTIVE POUR 2 TIGES  STE/Z/PP;6077;540120;1234560037490;4,000;;;60400000;70102000;70192200;70192100;70192100;70192200;article venant de la sonde resistive 3 tiges code 17000389;;
VANNE A COLLER PVC F/F DIAM 25;6021;540125;1234560043538;;;3,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
PRESSE ETOUPE GRIS IP68 20X1.5;6021;54020;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
SONDE;6077;;1234560054350;4,000;;;60400000;70102000;70192200;70192100;70192100;70192200;PAR 100 P;;
PRESSE ETOUPE GRIS 25X1.5;6021;;1234560039883;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
FUSIBLE CARTOUCHE RS PRO EN VERRE 2.5A, 5 X 20MM, TYPE F;6077;5413079A;1234560069613;;;99,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
PASSE FILS NOIR;6077;;1234560056743;;;36,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
VENTILATEUR AXIAL 120X120X38 MM  200 M3/H;6077;;;;;;60400000;70102000;70192200;70192100;70192100;70192200;devis 31551 du 07/12/17;;
COLLIER DE FIXATION DIAM 63;6021;551763;1234560028450;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
COLLIER DE FIXATION PVC D : 90;6021;;1234560028467;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
MINI CON ENCASTABLE MALE IP 68;6077;THB.387.N3A;1234560056507;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
RUBAN EN MOUSSE SIMPLE FACE, PVC NOIR 12MM X 10M EP 2MM;6021;556525;1234560072965;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
PRISE APPRAENTE 3P+N+T 20A 380V;6077;LEG55708;;;;;60400000;70102000;70192200;70192100;70192100;70192200;PAR BOITE DE 100;;
SOCLE SAILLIE 3P+N+T 32A;6077;LEG55877;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
LAMPE 1700W DQ2023 - MOYENNE PRESSION;6013;56069394;1234560005031;;;2,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
CHEVILLES NYLON S7;6077;56106;1234560005734;;;2792,00;60400000;70102000;70192200;70192100;70192100;70192200;BOITE DE 5;;
FUSIBLE CARTOUCHE RS PRO EN VERRE 1.50A, 5 X 20MM, TYPE T;6077;;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
FUSIBLE CARTOUCHE RS PRO EN VERRE 1.60A, 5 X 20MM, TYPE T;6077;;1234560063611;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PRESSE ETOUPE M20/13 IP68;6021;0564961;1234560042258;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
ROULEAU PVC ELEC COULEUR/BC/NR;60164;;1234560040179;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
MANCHON UNION 3P O-RING PVCD40;6021;574040;1234560037483;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
MANCHON UNION 3P O-RING PVCD50;6021;;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
TE 90° EGAL PVC DIAM.32;6021;583032;;;;;60400000;70102000;70192200;70192100;70192100;70192200;PAR ROULEAU DE 10 M;;
TE 90°FFF PVC DIAMETRE 50;6021;583050;;;;;60400000;70102000;70192200;70192100;70192100;70192200;PAR ROULEAU DE 10 M;;
TE 90° EGAL PVC FFF DIAM 63;6021;583063;1234560004218;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
TUYAU PTFE BLANC 6X4 MM LE METRE;6021;;1234560061341;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
TUYAU PTFE BLANC 8X6 LE M;6021;583481;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
ARMOIRE SE ACIER IP55 2 PORTES 1000X1800X400;60181;SE85840500;1234560065004;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
ARMOIRE SE 2PORTES 1200X1800X400;60181;;1234560037551;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD MIXTE PVC 110FX125MX4""M";6021;5846110;1234560038244;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD MIXTE PVC 25X20X3/4""1/2""";6021;584620;1234560038305;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD MIXTE PVC 25X32X3/4""";6021;584625;1234560053322;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD MIXTE FMM PVC 32X40X1""";6021;584632;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD MIXTE FMM PVC 63X50X1""1/2";6021;584650;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
"RACCORD MIXTE FMM PVC 63X75X2""";6021;584663;;;;;60400000;70102000;70192200;70192100;70192100;70192200;;;
ARMOIRE SE INOX IP55 600X1600X400;60181;5850500;1234560049530;;;;60400000;70102000;70192200;70192100;70192100;70192200;09/01/20: redemander prix avant achat;;
MANCHON FF PVC DIAMETRE 25;6021;587025;1234560046942;;;1,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
MANCHON FF PVC DIAMETRE 40;6021;587040;1234560046850;;;6,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MANCHON PVC FF D50;6021;;1234560064649;;;18,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MANCHON PVC FF D 63;6021;587063;1234560046836;;;4,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
MANCHON PVC A COLLER DIAM.90;6021;587090;1234560035670;;;7,00;60400000;70102000;70192200;70192100;70192100;70192200;;;
HYDROVAR HV 3.2 - F120 REF - SANS SUPPORT MURAL;6021;5872190;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
REDUCTION COURTE PVC M/F 75X63;6021;587275;1234560066827;;;16,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
REDUCTION COURTE PVC M/F 90X75;6021;587290;1234560013470;;;8,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
"MANCHON MIXTE PVC D 25 X 3/4""";6021;;1234560057979;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
"MANCHON RED.MIXTE F PVC D32X1""";6021;587332;1234560046843;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
HYDROVAR MASTER 3PH 400VHV4.022M35B COMPATIBLE HV3.2;6021;10073LDAA;1234560031788;12,000;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ROULEAU PVC ELEC 19MMX20M NOIR;60164;590192;;;;;60260000;70102000;70192200;70192100;70192100;70192200;vendu par lot de 36 rouleaux;;
TUBE FLUORESCENT 120CM BLEU 36W;6077;590211;1234560049158;1,140;;;60101100;70102000;70192200;70192100;70192100;70192200;pour Eau sun;;
ENS. MECA. UVDECHLO400 20L D : 600;6008;;1234560031047;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ADHESIIF TRANSPARENT 50X100M;0203;;;;;72,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
CLEF 6 PANS 4MM ACIER;6021;601037;1234560039524;;;298,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
SACHET SILICE 100 G DESSICANT;60164;601063;1234560068739;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
ADHESIIF PP HOT MELT BLNC 50X100M;0203;;1234560053841;0,380;;180,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
BOITIER PC300/150 ZG;60181;PC300/150 ZG;1234560054565;;100,00;29,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
ROULEAU ETIQUETTES 15X9MM BLANCHE 2000PCS;60164;6024-5673;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUTS POUR VIS 0.5X3.0;6021;602510;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUTS POUR VIS 0.8X0.4;6021;602514;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUTS POUR VIS PZ1;6021;602522;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUTS POUR VIS PZ2;6021;602523;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
EMBOUTS POUR VIS 6 PANS;6021;602526;;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
GAINE ANNELEE HELAGARD 13 MM HG HW13;6091;;1234560055074;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
PALAN ÉLECTRIQUE RWM À CHAÎNE 125KG RWM 3 METRES;6021;;1234560069354;35,000;;;60101100;70102000;70192200;70192100;70192100;70192200;LOT DE 100;;
RACCORD DE GAINE DROIT 54 MM HG54 S M50;6021;;1234560055524;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
RACCORD DE GAINE DROIT 13 MM HGL 13 S  M16;6021;;1234560055081;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
GANTS NITRILE, BLEU NON POUDRÉS TAILLE 8.5 - L-;0202;;1234560058969;;;;60101100;70102000;70192200;70192100;70192100;70192200;POUR BALLASTS;;
PINCE COUDEE A 90° CIRCLIPS;60164;608760;;1,850;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
JEU DE CLES 6 PANS MALES A POIGNEE;60164;609337;1234560052653;1,850;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
VERNIS AEROSOL 400ML TRANSPARENT;60164;;1234560031931;;;5,00;60101100;70102000;70192200;70192100;70192100;70192200;;;
EQUERRE SIMPLE;60164;610741;1234560044030;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
FUSIBLE CARTOUCHE RS PRO EN VERRE 160MA, 5 X 20MM, TYPE T;6077;;1234560059546;;;;60101100;70102000;70192200;70192100;70192100;70192200;;;
